0,udp,SF,0,0,1,1,anomaly
0,icmp,SF,508,0,511,511,anomaly
0,tcp,S0,0,0,1,1,anomaly
0,tcp,SF,190,296,19,23,normal
0,udp,SF,53,50,193,193,normal
0,udp,SF,105,146,1,1,normal
0,tcp,SF,213,8477,1,4,normal
0,tcp,SF,204,2948,3,3,normal
0,tcp,REJ,0,0,64,1,anomaly
7538,tcp,SF,0,44,1,1,anomaly
0,tcp,REJ,0,0,206,15,anomaly
788,tcp,RSTR,1024,0,52,52,anomaly
0,tcp,REJ,0,0,107,17,anomaly
0,tcp,REJ,0,0,1,5,anomaly
8220,tcp,SF,0,15,1,1,anomaly
0,tcp,S0,0,0,1,11,anomaly
0,tcp,REJ,0,0,112,13,anomaly
0,tcp,SF,224,489,10,16,normal
0,tcp,REJ,0,0,222,18,anomaly
902,tcp,RSTR,62344,0,89,89,anomaly
0,udp,SF,46,135,73,153,normal
0,udp,SF,43,0,4,4,anomaly
0,tcp,RSTO,0,0,30,10,anomaly
0,tcp,SF,220,1212,7,38,normal
7362,tcp,SF,0,44,1,1,anomaly
0,tcp,SF,297,8526,1,16,normal
0,tcp,S3,0,44,1,1,anomaly
0,tcp,S3,0,44,1,1,anomaly
6,tcp,SF,154,300,1,1,anomaly
0,udp,SF,54,50,461,461,normal
0,tcp,REJ,0,0,1,4,anomaly
0,tcp,SF,54540,8314,2,2,anomaly
0,icmp,SF,1032,0,511,511,anomaly
0,tcp,S0,0,0,34,34,anomaly
0,udp,SF,45,45,88,152,normal
0,tcp,RSTO,0,0,217,1,anomaly
0,tcp,SF,12,0,1,1,anomaly
0,tcp,SF,195,27119,1,1,normal
912,tcp,RSTR,60884,0,29,29,anomaly
3,tcp,SF,28,93,1,1,anomaly
0,tcp,RSTO,0,0,236,16,anomaly
0,udp,SF,1,0,21,1,anomaly
0,tcp,S0,0,0,102,13,anomaly
0,tcp,SF,7,225,1,1,normal
0,tcp,SF,304,1000,10,10,normal
0,tcp,SF,298,1267,4,18,normal
0,tcp,REJ,0,0,216,6,anomaly
0,udp,SF,43,43,143,221,normal
0,tcp,REJ,0,0,113,20,anomaly
0,tcp,REJ,0,0,399,1,anomaly
0,tcp,SF,181,11444,6,6,normal
0,udp,SF,1,1,10,9,anomaly
0,tcp,REJ,0,0,222,16,anomaly
0,tcp,REJ,0,0,106,9,anomaly
0,icmp,SF,1008,0,164,164,anomaly
3,tcp,SF,30,93,1,1,anomaly
0,tcp,S3,0,44,1,1,anomaly
281,tcp,SF,164,599,1,1,anomaly
0,tcp,RSTR,0,0,1,1,anomaly
0,tcp,SF,54540,8314,4,5,anomaly
0,tcp,SF,268,464,7,7,normal
0,tcp,REJ,0,0,256,4,anomaly
0,tcp,SF,345,9712,4,24,normal
0,tcp,S0,0,0,243,3,anomaly
0,tcp,REJ,0,0,4,4,anomaly
1,tcp,SF,2599,293,3,3,anomaly
0,tcp,SF,212,8676,25,26,normal
0,icmp,SF,508,0,511,511,anomaly
0,icmp,SF,1480,0,1,3,anomaly
0,tcp,REJ,0,0,139,12,anomaly
0,tcp,SF,8173,0,15,15,normal
0,tcp,SF,311,416,16,16,normal
0,udp,SF,42,0,1,1,anomaly
0,tcp,S0,0,0,119,20,anomaly
0,tcp,REJ,0,0,200,5,anomaly
0,tcp,SF,298,2614,7,8,normal
0,tcp,SF,213,834,6,6,normal
0,tcp,SF,243,13382,13,13,normal
0,tcp,REJ,0,0,510,1,anomaly
0,tcp,SF,209,330,12,12,normal
0,tcp,SF,203,0,1,1,normal
4,tcp,SF,30,93,1,1,anomaly
0,tcp,SF,238,17015,4,5,normal
4,tcp,SF,28,93,1,1,anomaly
0,tcp,REJ,0,0,247,8,anomaly
7246,tcp,SF,0,44,1,1,anomaly
4906,udp,SF,146,105,1,1,normal
0,tcp,REJ,0,0,250,12,anomaly
0,tcp,SF,293,682,25,26,normal
0,tcp,REJ,0,0,198,1,anomaly
0,tcp,S0,0,0,112,4,anomaly
0,tcp,SF,258,31760,1,1,normal
0,udp,SF,48,48,1,1,normal
0,tcp,SF,218,11135,6,9,normal
0,udp,SF,1,1,82,1,anomaly
0,tcp,S0,0,0,14,14,anomaly
0,tcp,S0,0,0,131,4,anomaly
282,tcp,SF,157,594,1,1,anomaly
7570,tcp,SF,0,44,1,1,anomaly
1,tcp,SF,2851,334,1,3,normal
0,tcp,SF,268,9235,5,5,normal
0,tcp,S0,0,0,190,14,anomaly
0,tcp,REJ,0,0,298,17,anomaly
0,icmp,SF,1032,0,301,301,anomaly
0,tcp,SF,307,1219,19,19,normal
0,udp,SF,42,108,1,1,normal
0,tcp,SF,233,581,24,24,normal
0,tcp,SF,1503,337,1,1,normal
0,tcp,S3,0,44,1,1,anomaly
0,udp,SF,46,0,3,3,anomaly
0,tcp,REJ,0,0,481,1,anomaly
0,tcp,SF,335,314,13,13,normal
0,tcp,SF,12,0,1,1,anomaly
0,icmp,SF,1032,0,297,297,anomaly
0,tcp,S0,0,0,178,17,anomaly
0,tcp,SF,354,2650,10,10,normal
807,tcp,RSTR,29824,0,44,44,anomaly
0,tcp,SF,54540,8314,4,4,anomaly
0,tcp,SF,218,315,6,6,normal
0,tcp,SF,289,1100,20,20,normal
0,icmp,SF,18,0,1,1,anomaly
0,tcp,SF,339,1218,3,43,normal
0,tcp,SF,196,9297,2,2,normal
0,udp,SF,41,131,107,186,normal
0,tcp,REJ,0,0,125,17,anomaly
0,tcp,SF,282,765,5,5,normal
0,tcp,REJ,0,0,3,11,anomaly
0,tcp,SF,511,6839,1,4,normal
0,udp,SF,36,0,12,12,normal
0,tcp,S0,0,0,148,4,anomaly
0,tcp,SF,122,174,1,1,anomaly
905,tcp,RSTR,60884,0,50,50,anomaly
0,tcp,SF,211,3926,11,12,normal
0,tcp,SF,211,578,36,41,normal
0,tcp,SF,229,2507,4,4,normal
0,udp,SF,44,81,138,138,normal
0,tcp,REJ,0,0,128,9,anomaly
0,tcp,REJ,0,0,105,9,anomaly
280,tcp,SF,283618,0,2,2,anomaly
0,tcp,S3,0,44,1,1,anomaly
0,tcp,SF,198,474,5,5,normal
0,tcp,SF,303,16759,12,12,normal
0,tcp,SF,305,2239,6,6,normal
0,tcp,SF,311,1535,2,2,normal
0,tcp,SF,291,485,5,5,normal
0,tcp,SF,30,217,1,1,anomaly
0,tcp,SF,254,1529,9,15,normal
0,tcp,SF,294,10772,3,4,normal
0,tcp,REJ,0,0,224,7,anomaly
0,udp,SF,105,105,1,1,anomaly
0,udp,SF,1,26,13,12,normal
0,udp,SF,46,151,75,155,normal
0,tcp,S0,0,0,140,14,anomaly
0,tcp,REJ,0,0,220,4,anomaly
71,tcp,SF,2783,15242,1,1,anomaly
7426,tcp,SF,0,44,1,1,anomaly
0,tcp,SF,253,5924,2,2,normal
0,tcp,SF,231,10053,1,1,normal
0,tcp,SF,240,581,14,14,normal
0,tcp,SF,239,3990,2,2,normal
0,tcp,REJ,0,0,103,8,anomaly
0,tcp,SF,329,1604,1,11,normal
0,tcp,RSTR,33580,2920,4,4,anomaly
0,udp,SF,45,45,14,94,normal
0,tcp,SF,252,1159,4,4,normal
0,tcp,SF,310,4898,5,10,normal
0,icmp,SF,520,0,509,509,anomaly
0,tcp,SF,219,2049,63,63,normal
0,udp,SF,44,44,125,125,normal
0,tcp,SF,209,1251,15,17,normal
0,tcp,SF,250,1565,3,3,normal
0,tcp,SF,0,85,1,1,normal
0,tcp,SF,282,2120,2,2,normal
0,tcp,SF,230,1387,6,8,normal
0,tcp,SF,230,25991,2,31,normal
0,tcp,SF,234,6740,16,23,normal
7293,tcp,SF,0,44,1,1,anomaly
0,tcp,REJ,0,0,262,5,anomaly
0,tcp,SF,286,610,5,6,normal
0,tcp,SF,195,4683,3,15,normal
0,udp,SF,41,0,3,3,anomaly
0,tcp,S0,0,0,146,19,anomaly
0,icmp,SF,1032,0,511,511,anomaly
0,tcp,SF,220,502,3,4,normal
4,tcp,SF,32,93,1,1,anomaly
0,tcp,SF,307,1215,13,26,normal
30,tcp,SF,1439,4152,1,1,normal
0,tcp,SF,210,8716,7,15,normal
0,tcp,REJ,0,0,126,9,anomaly
0,tcp,REJ,0,0,215,6,anomaly
0,icmp,SF,520,0,511,511,anomaly
1,tcp,SF,10925,920,1,1,normal
0,tcp,RSTO,0,0,240,17,anomaly
0,tcp,SF,210,1778,8,8,normal
0,tcp,REJ,0,0,3,5,anomaly
0,tcp,REJ,0,0,299,19,anomaly
0,udp,SF,44,44,162,162,normal
2,tcp,SF,383,0,1,1,normal
282,tcp,SF,158,595,1,1,anomaly
0,tcp,SF,54540,8314,6,6,anomaly
0,tcp,REJ,0,0,237,2,anomaly
0,tcp,SF,225,1972,11,12,normal
0,tcp,S0,0,0,157,9,anomaly
0,tcp,REJ,0,0,233,12,anomaly
284,tcp,SF,162,599,1,1,anomaly
0,tcp,SF,286,4152,5,12,normal
0,tcp,SF,188,294,7,19,normal
0,udp,SF,48,0,3,3,anomaly
7410,tcp,SF,0,44,1,1,anomaly
0,udp,SF,54,53,511,511,normal
0,tcp,SF,283,2170,15,15,normal
0,tcp,REJ,0,0,240,13,anomaly
0,tcp,REJ,0,0,1,1,anomaly
0,tcp,SF,382,2395,8,8,normal
0,tcp,SF,329,914,5,28,normal
0,tcp,RSTR,45260,2920,3,3,anomaly
0,udp,SF,44,133,109,188,normal
0,tcp,SF,231,2507,5,5,normal
0,udp,SF,44,112,1,2,normal
0,tcp,REJ,0,0,453,1,anomaly
0,tcp,SF,254,7083,10,12,normal
0,tcp,REJ,0,0,246,15,anomaly
0,udp,SF,54,54,510,510,normal
0,tcp,SF,209,184,31,35,normal
0,tcp,SF,292,656,17,23,normal
0,udp,SF,43,131,148,147,normal
0,tcp,S0,0,0,59,20,anomaly
0,icmp,SF,20,0,1,60,anomaly
5,tcp,SF,26,93,1,1,anomaly
0,tcp,REJ,0,0,104,5,anomaly
0,tcp,SF,295,4184,16,29,normal
0,icmp,SF,18,0,1,1,anomaly
281,tcp,SF,161,599,3,1,anomaly
0,tcp,SF,298,463,1,14,normal
0,tcp,S0,0,0,270,19,anomaly
0,tcp,SF,206,5435,3,3,normal
280,tcp,SF,283618,0,2,2,anomaly
0,tcp,REJ,0,0,1,1,anomaly
0,tcp,SF,295,2326,10,10,normal
0,tcp,RSTO,0,0,299,20,anomaly
0,tcp,SH,0,0,1,1,anomaly
10,tcp,SF,1083,332,1,4,normal
0,udp,SF,54,52,427,427,normal
0,tcp,REJ,0,0,118,2,anomaly
0,tcp,RSTO,0,0,197,7,anomaly
0,icmp,SF,64,0,1,1,normal
0,udp,SF,45,132,1,3,normal
8189,tcp,SF,0,15,1,1,anomaly
0,tcp,SF,203,670,13,19,normal
0,tcp,SF,288,1010,34,34,normal
0,udp,SF,45,45,2,2,anomaly
0,tcp,SF,305,1015,40,40,normal
0,tcp,SF,226,8825,14,14,normal
0,tcp,SF,16787,0,8,8,normal
0,tcp,REJ,0,0,491,1,anomaly
1,tcp,SF,1439,328,1,5,normal
283,tcp,SF,160,595,1,1,anomaly
0,tcp,SF,930,0,1,1,normal
0,tcp,REJ,0,0,458,1,anomaly
0,tcp,SF,247,3331,25,25,normal
0,tcp,S0,0,0,159,7,anomaly
0,tcp,S0,0,0,150,20,anomaly
0,udp,SF,52,49,511,511,normal
0,icmp,SF,1032,0,425,425,anomaly
0,tcp,SF,740,0,2,2,normal
0,udp,SF,44,44,8,8,normal
0,tcp,REJ,0,0,216,5,anomaly
0,tcp,S0,0,0,120,120,anomaly
0,tcp,REJ,0,0,287,14,anomaly
0,tcp,SF,296,1342,30,30,normal
0,tcp,REJ,0,0,270,18,anomaly
8196,tcp,SF,0,15,1,1,anomaly
0,tcp,S3,0,44,1,1,anomaly
0,tcp,SF,285,10216,2,2,normal
0,tcp,SF,2190,331,1,1,normal
0,tcp,SF,317,6057,4,4,normal
0,tcp,SF,182,14976,5,6,normal
0,tcp,S0,0,0,158,8,anomaly
0,tcp,SF,304,1380,4,4,normal
7570,tcp,SF,0,44,1,1,anomaly
0,tcp,S0,0,0,120,2,anomaly
0,tcp,SF,199,5200,12,13,normal
0,tcp,SF,762,332,1,1,normal
0,tcp,S0,0,0,150,20,anomaly
0,udp,SF,43,132,148,228,normal
0,tcp,S0,0,0,476,1,anomaly
0,tcp,S0,0,0,142,1,anomaly
0,tcp,SF,313,368,16,16,normal
0,tcp,REJ,0,0,4,11,anomaly
0,tcp,RSTO,0,0,145,1,anomaly
0,tcp,SF,313,3037,1,6,normal
0,tcp,SF,221,1528,2,3,normal
0,tcp,SF,5363,336,1,1,normal
0,tcp,REJ,0,0,458,1,anomaly
0,tcp,SF,229,4039,2,18,normal
0,tcp,REJ,0,0,1,1,anomaly
4,tcp,SF,28,93,1,1,anomaly
0,tcp,SF,331,14665,1,1,normal
0,icmp,SF,18,0,1,1,anomaly
0,udp,SF,42,42,11,19,normal
2068,tcp,RSTR,93184,0,5,5,anomaly
0,tcp,SF,0,83,1,1,normal
0,udp,SF,46,0,4,4,anomaly
5,tcp,RSTO,123,177,1,1,anomaly
0,tcp,REJ,0,0,211,4,anomaly
0,tcp,REJ,0,0,510,1,anomaly
0,tcp,SF,288,18921,3,3,normal
0,tcp,SF,2191,0,12,12,normal
0,tcp,REJ,0,0,228,1,anomaly
0,tcp,SF,233,308,21,21,normal
0,icmp,SF,1032,0,354,354,anomaly
0,tcp,SF,229,1405,16,16,normal
0,tcp,REJ,0,0,224,10,anomaly
0,tcp,S0,0,0,144,3,anomaly
0,tcp,SF,215,10587,2,4,normal
0,tcp,SF,173,5580,1,1,normal
0,tcp,S0,0,0,103,103,anomaly
0,tcp,SF,252,1329,6,6,normal
0,tcp,REJ,0,0,139,16,anomaly
0,udp,SF,1,1,121,1,anomaly
811,tcp,RSTR,77344,0,44,44,anomaly
1,tcp,SF,2599,293,2,2,anomaly
0,tcp,S0,0,0,221,4,anomaly
0,tcp,SF,249,942,3,3,normal
0,tcp,S0,0,0,132,19,anomaly
4,tcp,SF,26,93,1,1,anomaly
0,udp,SF,40,0,3,3,anomaly
0,tcp,SF,207,332,1,1,normal
0,tcp,REJ,0,0,222,13,anomaly
0,tcp,REJ,0,0,265,7,anomaly
0,tcp,SF,234,15117,1,1,normal
0,tcp,SF,0,83,1,1,normal
0,tcp,S3,0,44,1,1,anomaly
0,tcp,SF,400,6954,9,9,normal
0,tcp,SF,273,429,5,5,normal
0,udp,SF,1,1,114,1,anomaly
0,tcp,SF,255,33119,1,1,normal
0,tcp,SF,307,2425,5,5,normal
0,tcp,REJ,0,0,292,20,anomaly
1,tcp,SF,1620,392,1,1,normal
0,icmp,SF,18,0,1,1,anomaly
0,tcp,REJ,0,0,123,3,anomaly
0,tcp,SF,296,1832,1,2,normal
0,tcp,REJ,0,0,138,3,anomaly
0,tcp,SF,356,398,3,3,normal
0,icmp,SF,111,0,2,1,normal
0,tcp,SF,185,9066,3,3,normal
4,tcp,SF,32,93,1,1,anomaly
0,tcp,SF,309,5453,10,10,normal
5,tcp,SF,28,93,1,1,anomaly
0,tcp,SF,350,4624,9,15,normal
0,tcp,RSTO,0,0,245,17,anomaly
0,tcp,REJ,0,0,106,11,anomaly
0,tcp,SF,216,831,2,2,normal
280,tcp,SF,283618,0,1,1,anomaly
0,tcp,SF,235,4097,1,12,normal
0,udp,SF,1,1,143,1,anomaly
0,tcp,SF,242,2817,2,2,normal
0,tcp,SF,12,0,1,1,anomaly
0,tcp,RSTR,0,0,1,1,anomaly
0,tcp,SF,223,1214,13,25,normal
805,tcp,RSTR,59424,0,34,34,anomaly
0,udp,SF,44,44,195,195,normal
0,tcp,S0,0,0,142,16,anomaly
0,tcp,REJ,0,0,511,1,anomaly
0,tcp,SF,218,1432,12,13,normal
0,tcp,REJ,0,0,202,1,anomaly
0,tcp,SF,26,157,1,1,anomaly
0,tcp,SF,12,0,1,1,anomaly
0,tcp,SF,184,534,14,14,normal
0,tcp,RSTO,0,0,236,1,anomaly
0,tcp,RSTO,0,15,1,3,anomaly
1,tcp,RSTO,0,15,1,6,anomaly
0,udp,SF,1,0,20,1,anomaly
7650,tcp,SF,0,44,1,1,anomaly
0,udp,SF,105,0,4,4,normal
0,tcp,REJ,0,0,1,7,anomaly
0,tcp,SF,322,1024,27,28,normal
0,tcp,SF,346,468,13,13,normal
0,tcp,REJ,0,0,118,6,anomaly
282,tcp,SF,160,595,1,1,anomaly
0,tcp,REJ,0,0,208,11,anomaly
0,tcp,S0,0,0,43,1,anomaly
0,tcp,SF,1167,404,1,1,normal
0,udp,SF,1,74,14,8,normal
2074,tcp,RSTR,71104,0,8,8,anomaly
0,tcp,SF,201,999,20,23,normal
0,tcp,SF,297,278,5,8,normal
0,tcp,REJ,0,0,105,13,anomaly
1,tcp,SF,2599,293,4,3,anomaly
0,tcp,S0,0,0,300,20,anomaly
280,tcp,SF,283618,0,2,2,anomaly
0,tcp,SF,245,1627,18,18,normal
0,icmp,SF,1032,0,509,509,anomaly
0,tcp,REJ,0,0,238,5,anomaly
0,tcp,SF,294,2612,6,6,normal
3,tcp,SF,36,236,1,1,anomaly
0,udp,SF,43,0,5,5,anomaly
0,udp,SF,1,0,21,3,normal
0,tcp,SF,210,1909,24,26,normal
3,tcp,RSTR,32120,1460,5,5,anomaly
0,tcp,SF,236,398,2,2,normal
1,tcp,SF,2575,327,1,3,normal
0,tcp,SF,367,588,1,1,normal
0,udp,SF,52,53,511,511,normal
0,tcp,REJ,0,0,490,1,anomaly
0,tcp,SF,751,370,1,3,normal
0,udp,SF,53,50,511,511,normal
0,tcp,SF,196,1352,23,34,normal
0,tcp,S0,0,0,150,11,anomaly
0,udp,SF,54,50,203,203,normal
0,tcp,SF,298,321,17,17,normal
0,udp,SF,45,45,82,140,normal
799,tcp,RSTR,74024,0,16,16,anomaly
6,tcp,SF,4024,405,1,2,normal
0,udp,SF,45,128,90,170,normal
0,tcp,S0,0,0,240,17,anomaly
0,udp,SF,105,147,3,2,anomaly
0,tcp,REJ,0,0,130,18,anomaly
4,tcp,SF,32,93,1,1,anomaly
0,icmp,SF,20,0,1,55,anomaly
0,tcp,S0,0,0,267,18,anomaly
0,tcp,REJ,0,0,222,16,anomaly
0,tcp,SF,1100,331,1,4,normal
0,tcp,S0,0,0,290,9,anomaly
1,tcp,SF,2599,293,1,1,anomaly
0,tcp,REJ,0,0,254,9,anomaly
0,icmp,SF,18,0,1,1,anomaly
0,tcp,S0,0,0,172,8,anomaly
0,udp,SF,105,0,1,1,normal
282,tcp,SF,160,597,3,1,anomaly
7779,tcp,SF,0,44,1,1,anomaly
0,tcp,SF,296,430,9,16,normal
0,tcp,REJ,0,0,282,5,anomaly
0,tcp,SF,216,1856,15,17,normal
0,tcp,SF,234,2593,4,4,normal
280,tcp,SF,283618,0,1,1,anomaly
283,tcp,SF,160,597,1,1,anomaly
0,tcp,RSTO,0,44,2,2,anomaly
0,tcp,REJ,0,0,257,14,anomaly
0,tcp,SF,245,4368,6,9,normal
0,tcp,REJ,0,0,5,1,anomaly
0,tcp,RSTO,0,36,3,3,anomaly
0,tcp,SF,326,1511,10,10,normal
0,tcp,SF,334,1418,23,23,normal
0,tcp,SF,243,5381,8,8,normal
0,tcp,SF,128,174,1,1,anomaly
0,tcp,SF,283,4768,15,15,normal
0,udp,SF,54,51,177,177,normal
0,icmp,SF,1032,0,164,164,anomaly
0,tcp,S0,0,0,133,15,anomaly
0,tcp,SF,127,174,2,2,anomaly
0,tcp,SF,990,336,1,1,normal
2,tcp,SF,0,48,1,11,anomaly
0,tcp,REJ,0,0,252,8,anomaly
8036,tcp,SF,0,44,1,1,anomaly
0,udp,SF,46,0,1,1,anomaly
0,tcp,S3,0,44,1,1,anomaly
0,tcp,S0,0,0,19,19,anomaly
0,tcp,REJ,0,0,140,8,anomaly
0,tcp,SF,252,1585,6,6,normal
0,tcp,REJ,0,0,414,1,anomaly
0,tcp,SF,209,1994,24,31,normal
774,tcp,RSTR,87164,0,6,6,anomaly
0,tcp,S0,0,0,161,4,anomaly
0,tcp,REJ,0,0,118,18,anomaly
0,tcp,SF,323,188,1,34,normal
0,tcp,SF,315,327,1,4,normal
0,udp,SF,49,49,2,2,anomaly
0,icmp,SF,1032,0,95,95,anomaly
1,tcp,RSTO,0,15,1,7,anomaly
0,tcp,REJ,0,0,261,3,anomaly
0,tcp,REJ,0,0,115,3,anomaly
0,tcp,SF,280,2022,14,14,normal
0,tcp,S0,0,0,14,14,anomaly
0,udp,SF,1,1,87,1,anomaly
0,tcp,S0,0,0,132,8,anomaly
0,tcp,SF,230,480,10,10,normal
7,tcp,SF,30,93,1,1,anomaly
0,tcp,SF,261,437,1,1,normal
0,tcp,SF,322,276,19,34,normal
0,tcp,S0,0,0,11,11,anomaly
0,tcp,SF,1196,327,2,1,normal
0,tcp,SF,283,369,12,12,normal
0,tcp,SF,54540,8314,3,21,anomaly
0,tcp,SF,312,2908,5,6,normal
0,udp,SF,34,34,2,7,normal
0,udp,SF,105,146,1,1,anomaly
283,tcp,SF,158,595,1,1,anomaly
0,udp,SF,105,146,1,1,anomaly
0,tcp,RSTO,0,44,2,3,anomaly
0,tcp,SF,234,410,8,8,normal
0,udp,SF,44,44,231,231,normal
0,tcp,SF,242,3022,18,18,normal
0,tcp,SF,1215,333,1,2,normal
0,tcp,S0,0,0,1,3,anomaly
0,tcp,SF,30,217,1,1,anomaly
0,tcp,SF,232,11079,3,3,normal
0,tcp,REJ,0,0,206,13,anomaly
0,tcp,S0,0,0,130,2,anomaly
0,tcp,S0,0,0,147,14,anomaly
0,tcp,REJ,0,0,210,5,anomaly
0,tcp,REJ,0,0,398,1,anomaly
282,tcp,SF,160,599,1,1,anomaly
7310,tcp,SF,0,44,1,1,anomaly
0,tcp,SF,204,356,6,7,normal
0,tcp,REJ,0,0,1,2,normal
0,udp,SF,43,43,166,166,normal
0,udp,SF,105,147,1,1,anomaly
0,tcp,SF,238,4768,7,7,normal
0,icmp,SF,8,0,1,12,anomaly
2,tcp,SF,24,1254,4,11,anomaly
192,tcp,SF,1713,18570,1,1,anomaly
0,tcp,SF,274,294,8,11,normal
0,tcp,REJ,0,0,276,11,anomaly
0,udp,SF,42,0,1,21,normal
0,udp,SF,1,1,20,1,anomaly
0,tcp,SF,54540,8314,4,5,anomaly
0,udp,SF,1,1,19,1,anomaly
0,tcp,REJ,0,0,290,18,anomaly
2070,tcp,RSTR,56504,0,9,9,anomaly
0,tcp,REJ,0,0,203,19,anomaly
0,tcp,SF,165,2631,8,9,normal
0,tcp,SF,214,1308,7,8,normal
0,tcp,S0,0,0,179,2,anomaly
0,tcp,SF,319,3611,9,11,normal
0,tcp,REJ,0,0,137,15,anomaly
0,tcp,SF,207,7303,2,2,normal
0,tcp,REJ,0,0,3,3,anomaly
0,tcp,SF,8,136,1,1,normal
0,tcp,SF,312,17049,8,11,normal
0,udp,SF,44,129,147,227,normal
0,tcp,SF,214,38117,4,5,normal
0,tcp,REJ,0,0,1,9,anomaly
0,tcp,SF,199,12884,2,33,normal
0,tcp,SF,339,6086,4,13,normal
0,udp,SF,45,45,2,3,normal
0,tcp,REJ,0,0,267,17,anomaly
0,tcp,SF,242,4209,2,2,normal
0,tcp,SF,306,933,13,13,normal
0,tcp,SF,338,331,10,25,normal
0,tcp,SF,124,174,1,1,anomaly
0,tcp,RSTO,0,0,132,19,anomaly
0,tcp,REJ,0,0,102,2,anomaly
0,tcp,RSTO,0,0,139,10,anomaly
0,tcp,SF,687,0,1,1,normal
0,tcp,SF,329,468,13,27,normal
0,tcp,SF,357,1689,12,12,normal
0,tcp,SF,217,10490,1,1,normal
0,tcp,SF,54540,8314,4,4,anomaly
0,udp,SF,105,146,2,2,normal
0,tcp,REJ,0,0,214,3,anomaly
0,tcp,SF,274,1479,2,8,normal
282,tcp,SF,160,597,1,1,anomaly
0,tcp,REJ,0,0,205,1,anomaly
897,tcp,RSTR,60064,0,24,24,anomaly
0,tcp,SF,288,326,11,11,normal
0,tcp,S0,0,0,49,49,anomaly
0,tcp,REJ,0,0,266,2,anomaly
0,tcp,SF,54540,8314,4,4,anomaly
1,tcp,SF,6,0,8,1,anomaly
0,tcp,SF,3166,382,1,2,normal
0,tcp,SF,306,277,3,3,normal
280,tcp,SF,283618,0,1,1,anomaly
0,icmp,SF,8,0,1,28,anomaly
1,tcp,SF,2599,293,3,3,anomaly
0,udp,SF,45,131,123,203,normal
0,tcp,REJ,0,0,304,1,anomaly
0,tcp,REJ,0,0,284,20,anomaly
0,tcp,REJ,0,0,134,15,anomaly
0,tcp,SF,9849,0,1,1,normal
0,tcp,SF,285,18259,8,34,normal
913,tcp,RSTR,56504,0,30,30,anomaly
0,tcp,SF,12,0,1,1,anomaly
0,tcp,SF,280,4995,8,8,normal
0,tcp,SF,319,396,44,44,normal
1,tcp,SF,2599,293,2,2,anomaly
