tcp,182,14976,5,normal
tcp,0,0,158,anomaly
tcp,304,1380,4,normal
tcp,0,44,1,anomaly
tcp,0,0,120,anomaly
tcp,199,5200,12,normal
tcp,762,332,1,normal
tcp,0,0,150,anomaly
udp,43,132,148,normal
tcp,0,0,476,anomaly
tcp,0,0,142,anomaly
tcp,313,368,16,normal
tcp,0,0,4,anomaly
tcp,0,0,145,anomaly
tcp,313,3037,1,normal
tcp,221,1528,2,normal
tcp,5363,336,1,normal
tcp,0,0,458,anomaly
tcp,229,4039,2,normal
tcp,0,0,1,anomaly
tcp,28,93,1,anomaly
tcp,331,14665,1,normal
icmp,18,0,1,anomaly
udp,42,42,11,normal
tcp,93184,0,5,anomaly
tcp,0,83,1,normal
udp,46,0,4,anomaly
tcp,123,177,1,anomaly
tcp,0,0,211,anomaly
tcp,0,0,510,anomaly
tcp,288,18921,3,normal
tcp,2191,0,12,normal
tcp,0,0,228,anomaly
tcp,233,308,21,normal
icmp,1032,0,354,anomaly
tcp,229,1405,16,normal
tcp,0,0,224,anomaly
tcp,0,0,144,anomaly
tcp,215,10587,2,normal
tcp,173,5580,1,normal
tcp,0,0,103,anomaly
tcp,252,1329,6,normal
tcp,0,0,139,anomaly
udp,1,1,121,anomaly
tcp,77344,0,44,anomaly
tcp,2599,293,2,anomaly
tcp,0,0,221,anomaly
tcp,249,942,3,normal
tcp,0,0,132,anomaly
tcp,26,93,1,anomaly
udp,40,0,3,anomaly
tcp,207,332,1,normal
tcp,0,0,222,anomaly
tcp,0,0,265,anomaly
tcp,234,15117,1,normal
tcp,0,83,1,normal
tcp,0,44,1,anomaly
tcp,400,6954,9,normal
tcp,273,429,5,normal
udp,1,1,114,anomaly
tcp,255,33119,1,normal
tcp,307,2425,5,normal
tcp,0,0,292,anomaly
tcp,1620,392,1,normal
icmp,18,0,1,anomaly
tcp,0,0,123,anomaly
tcp,296,1832,1,normal
tcp,0,0,138,anomaly
tcp,356,398,3,normal
icmp,111,0,2,normal
tcp,185,9066,3,normal
tcp,32,93,1,anomaly
tcp,309,5453,10,normal
tcp,28,93,1,anomaly
tcp,350,4624,9,normal
tcp,0,0,245,anomaly
tcp,0,0,106,anomaly
tcp,216,831,2,normal
tcp,283618,0,1,anomaly
tcp,235,4097,1,normal
udp,1,1,143,anomaly
tcp,242,2817,2,normal
tcp,12,0,1,anomaly
tcp,0,0,1,anomaly
tcp,223,1214,13,normal
tcp,59424,0,34,anomaly
udp,44,44,195,normal
tcp,0,0,142,anomaly
tcp,0,0,511,anomaly
tcp,218,1432,12,normal
tcp,0,0,202,anomaly
tcp,26,157,1,anomaly
tcp,12,0,1,anomaly
tcp,184,534,14,normal
tcp,0,0,236,anomaly
tcp,0,15,1,anomaly
tcp,0,15,1,anomaly
udp,1,0,20,anomaly
tcp,0,44,1,anomaly
udp,105,0,4,normal
tcp,0,0,1,anomaly
tcp,322,1024,27,normal
tcp,346,468,13,normal
tcp,0,0,118,anomaly
tcp,160,595,1,anomaly
tcp,0,0,208,anomaly
tcp,0,0,43,anomaly
tcp,1167,404,1,normal
udp,1,74,14,normal
tcp,71104,0,8,anomaly
tcp,201,999,20,normal
tcp,297,278,5,normal
tcp,0,0,105,anomaly
tcp,2599,293,4,anomaly
tcp,0,0,300,anomaly
tcp,283618,0,2,anomaly
tcp,245,1627,18,normal
icmp,1032,0,509,anomaly
tcp,0,0,238,anomaly
tcp,294,2612,6,normal
tcp,36,236,1,anomaly
udp,43,0,5,anomaly
udp,1,0,21,normal
tcp,210,1909,24,normal
tcp,32120,1460,5,anomaly
tcp,236,398,2,normal
tcp,2575,327,1,normal
tcp,367,588,1,normal
udp,52,53,511,normal
tcp,0,0,490,anomaly
tcp,751,370,1,normal
udp,53,50,511,normal
tcp,196,1352,23,normal
tcp,0,0,150,anomaly
udp,54,50,203,normal
tcp,298,321,17,normal
udp,45,45,82,normal
tcp,74024,0,16,anomaly
tcp,4024,405,1,normal
udp,45,128,90,normal
tcp,0,0,240,anomaly
udp,105,147,3,anomaly
tcp,0,0,130,anomaly
tcp,32,93,1,anomaly
icmp,20,0,1,anomaly
tcp,0,0,267,anomaly
tcp,0,0,222,anomaly
tcp,1100,331,1,normal
tcp,0,0,290,anomaly
tcp,2599,293,1,anomaly
tcp,0,0,254,anomaly
icmp,18,0,1,anomaly
tcp,0,0,172,anomaly
udp,105,0,1,normal
tcp,160,597,3,anomaly
tcp,0,44,1,anomaly
tcp,296,430,9,normal
tcp,0,0,282,anomaly
tcp,216,1856,15,normal
tcp,234,2593,4,normal
tcp,283618,0,1,anomaly
tcp,160,597,1,anomaly
tcp,0,44,2,anomaly
tcp,0,0,257,anomaly
tcp,245,4368,6,normal
tcp,0,0,5,anomaly
tcp,0,36,3,anomaly
tcp,326,1511,10,normal
tcp,334,1418,23,normal
tcp,243,5381,8,normal
tcp,128,174,1,anomaly
tcp,283,4768,15,normal
udp,54,51,177,normal
icmp,1032,0,164,anomaly
tcp,0,0,133,anomaly
tcp,127,174,2,anomaly
tcp,990,336,1,normal
tcp,0,48,1,anomaly
tcp,0,0,252,anomaly
tcp,0,44,1,anomaly
udp,46,0,1,anomaly
tcp,0,44,1,anomaly
tcp,0,0,19,anomaly
tcp,0,0,140,anomaly
tcp,252,1585,6,normal
tcp,0,0,414,anomaly
tcp,209,1994,24,normal
tcp,87164,0,6,anomaly
tcp,0,0,161,anomaly
tcp,0,0,118,anomaly
tcp,323,188,1,normal
tcp,315,327,1,normal
udp,49,49,2,anomaly
icmp,1032,0,95,anomaly
tcp,0,15,1,anomaly
tcp,0,0,261,anomaly
tcp,0,0,115,anomaly
tcp,280,2022,14,normal
tcp,0,0,14,anomaly
udp,1,1,87,anomaly
tcp,0,0,132,anomaly
tcp,230,480,10,normal
tcp,30,93,1,anomaly
tcp,261,437,1,normal
tcp,322,276,19,normal
tcp,0,0,11,anomaly
tcp,1196,327,2,normal
tcp,283,369,12,normal
tcp,54540,8314,3,anomaly
tcp,312,2908,5,normal
udp,34,34,2,normal
udp,105,146,1,anomaly
tcp,158,595,1,anomaly
udp,105,146,1,anomaly
tcp,0,44,2,anomaly
tcp,234,410,8,normal
udp,44,44,231,normal
tcp,242,3022,18,normal
tcp,1215,333,1,normal
tcp,0,0,1,anomaly
tcp,30,217,1,anomaly
tcp,232,11079,3,normal
tcp,0,0,206,anomaly
tcp,0,0,130,anomaly
tcp,0,0,147,anomaly
tcp,0,0,210,anomaly
tcp,0,0,398,anomaly
tcp,160,599,1,anomaly
tcp,0,44,1,anomaly
tcp,204,356,6,normal
tcp,0,0,1,normal
udp,43,43,166,normal
udp,105,147,1,anomaly
tcp,238,4768,7,normal
icmp,8,0,1,anomaly
tcp,24,1254,4,anomaly
tcp,1713,18570,1,anomaly
tcp,274,294,8,normal
tcp,0,0,276,anomaly
udp,42,0,1,normal
udp,1,1,20,anomaly
tcp,54540,8314,4,anomaly
udp,1,1,19,anomaly
tcp,0,0,290,anomaly
tcp,56504,0,9,anomaly
tcp,0,0,203,anomaly
tcp,165,2631,8,normal
tcp,214,1308,7,normal
tcp,0,0,179,anomaly
tcp,319,3611,9,normal
tcp,0,0,137,anomaly
tcp,207,7303,2,normal
tcp,0,0,3,anomaly
tcp,8,136,1,normal
tcp,312,17049,8,normal
udp,44,129,147,normal
tcp,214,38117,4,normal
tcp,0,0,1,anomaly
tcp,199,12884,2,normal
tcp,339,6086,4,normal
udp,45,45,2,normal
tcp,0,0,267,anomaly
tcp,242,4209,2,normal
tcp,306,933,13,normal
tcp,338,331,10,normal
tcp,124,174,1,anomaly
tcp,0,0,132,anomaly
tcp,0,0,102,anomaly
tcp,0,0,139,anomaly
tcp,687,0,1,normal
tcp,329,468,13,normal
tcp,357,1689,12,normal
tcp,217,10490,1,normal
tcp,54540,8314,4,anomaly
udp,105,146,2,normal
tcp,0,0,214,anomaly
tcp,274,1479,2,normal
tcp,160,597,1,anomaly
tcp,0,0,205,anomaly
tcp,60064,0,24,anomaly
tcp,288,326,11,normal
tcp,0,0,49,anomaly
tcp,0,0,266,anomaly
tcp,54540,8314,4,anomaly
tcp,6,0,8,anomaly
tcp,3166,382,1,normal
tcp,306,277,3,normal
tcp,283618,0,1,anomaly
icmp,8,0,1,anomaly
tcp,2599,293,3,anomaly
udp,45,131,123,normal
tcp,0,0,304,anomaly
tcp,0,0,284,anomaly
tcp,0,0,134,anomaly
tcp,9849,0,1,normal
tcp,285,18259,8,normal
tcp,56504,0,30,anomaly
tcp,12,0,1,anomaly
tcp,280,4995,8,normal
tcp,319,396,44,normal
tcp,2599,293,2,anomaly
tcp,54540,8314,6,anomaly
udp,42,42,3,normal
tcp,338,4484,6,normal
tcp,212,703,16,normal
tcp,32,93,1,anomaly
tcp,0,85,1,normal
tcp,30,93,1,anomaly
tcp,0,0,358,anomaly
tcp,0,0,262,anomaly
tcp,0,0,149,anomaly
udp,44,115,2,normal
tcp,237,2692,3,normal
icmp,508,0,10,anomaly
tcp,0,0,261,anomaly
tcp,378,909,11,normal
tcp,0,0,221,anomaly
tcp,1373,332,2,normal
tcp,0,0,216,anomaly
tcp,311,3729,2,normal
tcp,198,440,14,normal
udp,45,45,160,normal
tcp,0,0,160,anomaly
tcp,0,0,104,anomaly
tcp,0,0,97,anomaly
tcp,2599,293,2,anomaly
tcp,0,0,115,anomaly
tcp,0,0,4,anomaly
tcp,0,0,127,anomaly
tcp,0,0,464,anomaly
tcp,160,597,1,anomaly
udp,43,0,4,anomaly
tcp,232,419,27,normal
tcp,2599,293,2,anomaly
tcp,323,883,12,normal
tcp,738,0,2,normal
tcp,218,910,24,normal
tcp,280,3275,10,normal
tcp,215,9412,12,normal
tcp,0,0,216,anomaly
udp,53,55,509,normal
tcp,0,0,158,anomaly
tcp,307,2698,3,normal
tcp,0,0,211,anomaly
tcp,0,0,253,anomaly
icmp,1008,0,338,anomaly
tcp,0,0,273,anomaly
tcp,161,10743,2,normal
udp,1,26,18,normal
tcp,0,36,3,anomaly
icmp,1032,0,511,anomaly
tcp,0,4,1,normal
udp,42,42,16,normal
tcp,650,325,1,normal
tcp,0,0,224,anomaly
icmp,1032,0,109,anomaly
icmp,1008,0,301,anomaly
tcp,246,20233,1,normal
tcp,0,0,1,anomaly
tcp,32,93,1,anomaly
udp,45,45,160,normal
tcp,262,9284,16,normal
tcp,0,15,1,anomaly
tcp,0,0,108,anomaly
tcp,28,93,1,anomaly
tcp,0,0,145,anomaly
tcp,4753,0,18,normal
icmp,20,0,1,anomaly
udp,105,147,1,anomaly
tcp,0,0,122,anomaly
tcp,235,366,3,normal
tcp,307,2150,5,normal
tcp,0,0,21,anomaly
tcp,162,599,1,anomaly
tcp,30,93,1,anomaly
tcp,54540,8314,4,anomaly
tcp,1907,401,1,normal
tcp,0,44,1,anomaly
tcp,0,0,22,anomaly
tcp,78162,174,3,normal
tcp,0,0,511,anomaly
tcp,0,44,1,anomaly
tcp,203,18280,4,normal
tcp,0,0,2,anomaly
udp,54,57,511,normal
tcp,130,174,1,anomaly
tcp,0,0,216,anomaly
tcp,0,0,12,anomaly
tcp,0,0,34,anomaly
tcp,289,6163,4,normal
icmp,1480,0,1,anomaly
tcp,227,3231,14,normal
tcp,0,0,191,anomaly
tcp,125,188,1,anomaly
tcp,224,2616,21,normal
tcp,0,0,414,anomaly
tcp,0,0,3,anomaly
tcp,251,1928,7,normal
tcp,722,284,1,normal
udp,54,57,510,normal
tcp,32,93,1,anomaly
tcp,212,255,17,normal
tcp,12,0,2,anomaly
tcp,0,0,1,anomaly
udp,1,26,39,normal
tcp,221,18217,38,normal
tcp,0,0,279,anomaly
tcp,0,0,147,anomaly
tcp,0,0,235,anomaly
tcp,283618,0,2,anomaly
icmp,1032,0,31,anomaly
tcp,0,0,246,anomaly
tcp,0,0,150,anomaly
tcp,252,1719,8,normal
tcp,211,1247,5,normal
tcp,1773,32209,1,anomaly
tcp,0,0,196,anomaly
tcp,0,0,115,anomaly
tcp,257,274,1,normal
tcp,223,315,9,normal
tcp,0,0,279,anomaly
tcp,336,406,10,normal
tcp,0,0,112,anomaly
tcp,0,0,237,anomaly
udp,41,130,127,normal
tcp,219,544,1,normal
tcp,0,0,254,anomaly
tcp,0,0,244,anomaly
tcp,308,2919,3,normal
tcp,0,0,259,anomaly
tcp,0,0,118,anomaly
tcp,0,0,444,anomaly
tcp,0,0,130,anomaly
tcp,162,597,1,anomaly
udp,55,52,311,normal
tcp,0,0,138,anomaly
tcp,0,0,106,anomaly
udp,44,115,2,normal
tcp,0,0,224,anomaly
tcp,248,976,8,normal
tcp,952,337,2,normal
tcp,362,2529,30,normal
tcp,0,0,75,anomaly
tcp,26,157,1,anomaly
tcp,0,0,150,anomaly
tcp,0,44,1,anomaly
tcp,0,0,104,anomaly
tcp,0,44,1,anomaly
tcp,215,301,20,normal
tcp,0,0,120,anomaly
tcp,0,0,284,anomaly
tcp,164,601,2,anomaly
tcp,0,0,106,anomaly
tcp,201,5792,8,normal
tcp,188,11444,3,normal
tcp,77344,1,54,anomaly
tcp,0,0,1,normal
tcp,0,0,61,anomaly
udp,53,53,511,normal
tcp,0,0,51,anomaly
tcp,0,0,256,anomaly
udp,28,0,46,normal
tcp,0,0,231,anomaly
tcp,143,193,1,normal
tcp,0,0,1,anomaly
tcp,279,1169,1,normal
tcp,160,595,1,anomaly
udp,5,0,5,anomaly
tcp,207,310,2,normal
tcp,207,570,4,normal
tcp,0,0,486,anomaly
tcp,2839,329,1,normal
udp,46,0,5,anomaly
tcp,0,0,230,anomaly
tcp,126,174,1,anomaly
tcp,347,406,13,normal
udp,1,74,12,normal
udp,28,0,56,anomaly
tcp,175337,0,2,normal
tcp,158,593,1,anomaly
tcp,6932,0,2,normal
udp,45,42,511,normal
tcp,232,242,4,normal
icmp,1032,0,460,anomaly
tcp,321,1512,9,normal
udp,53,52,376,normal
tcp,302,2507,4,normal
tcp,313,782,17,normal
tcp,0,0,1,anomaly
icmp,36,0,1,normal
udp,1,1,104,anomaly
tcp,0,0,244,anomaly
tcp,285,9755,4,normal
tcp,235,198,3,normal
tcp,292,263,19,normal
tcp,77,7157,1,normal
tcp,30,93,1,anomaly
tcp,300,2616,9,normal
tcp,2599,293,4,anomaly
udp,55,52,171,normal
tcp,210,776,1,normal
tcp,293,6521,6,normal
tcp,0,0,158,anomaly
tcp,206,868,3,normal
tcp,268,7574,7,normal
tcp,1277,330,1,normal
tcp,21,97,4,anomaly
tcp,318,1952,12,normal
tcp,220,182,2,normal
tcp,0,0,1,anomaly
tcp,0,0,230,anomaly
tcp,0,0,293,anomaly
tcp,0,0,240,anomaly
tcp,32,93,1,anomaly
tcp,0,44,1,anomaly
udp,1,0,28,anomaly
icmp,8,0,1,anomaly
tcp,0,0,23,anomaly
tcp,225,582,7,normal
tcp,0,0,126,anomaly
tcp,283,384,12,normal
tcp,196,308,7,normal
tcp,162,599,1,anomaly
tcp,0,0,158,anomaly
udp,46,43,99,normal
tcp,0,0,248,anomaly
tcp,199,2011,31,normal
tcp,220,2120,14,normal
tcp,32,93,1,anomaly
udp,105,146,1,anomaly
tcp,2599,293,3,anomaly
tcp,311,397,11,normal
tcp,319,571,3,normal
tcp,204,1062,7,normal
tcp,290,181,6,normal
tcp,32,93,1,anomaly
tcp,0,0,211,anomaly
tcp,0,0,121,anomaly
tcp,2599,293,2,anomaly
tcp,233,1963,1,normal
tcp,320,313,33,normal
tcp,0,0,227,anomaly
tcp,0,15,1,anomaly
udp,43,43,3,anomaly
udp,43,43,63,normal
tcp,225,313,4,normal
udp,1,1,511,anomaly
tcp,772,364,1,normal
tcp,297,17151,3,normal
tcp,234,3052,5,normal
tcp,218,179,24,normal
tcp,339,29127,6,normal
tcp,0,0,116,anomaly
tcp,0,0,127,anomaly
tcp,306,560,11,normal
udp,1,4,66,normal
tcp,283618,0,2,anomaly
tcp,32,93,1,anomaly
tcp,28,93,1,anomaly
tcp,0,0,122,anomaly
tcp,245,2431,8,normal
tcp,0,0,149,anomaly
tcp,54540,8314,3,anomaly
tcp,203,6864,4,normal
tcp,0,0,1,anomaly
tcp,1497,0,1,normal
tcp,0,0,112,anomaly
tcp,0,44,1,anomaly
tcp,0,0,233,anomaly
tcp,120,174,1,anomaly
tcp,26,93,2,anomaly
tcp,217,379,1,normal
tcp,0,0,133,anomaly
tcp,0,0,502,anomaly
tcp,57964,0,40,anomaly
tcp,226,2615,1,anomaly
tcp,1562,0,1,anomaly
tcp,0,0,144,anomaly
tcp,223,3127,10,normal
tcp,249,1251,6,normal
tcp,283618,0,1,anomaly
udp,33,93,1,normal
tcp,0,44,1,anomaly
tcp,0,0,208,anomaly
tcp,0,0,285,anomaly
tcp,0,0,119,anomaly
tcp,219,4653,1,normal
udp,105,0,2,normal
tcp,0,0,243,anomaly
udp,45,82,156,normal
tcp,223,1738,15,normal
tcp,0,44,1,anomaly
tcp,0,0,189,anomaly
udp,28,0,61,normal
icmp,20,0,1,anomaly
tcp,0,0,289,anomaly
tcp,0,0,220,anomaly
tcp,0,0,132,anomaly
tcp,0,44,1,anomaly
udp,1,1,225,anomaly
tcp,306,3659,5,normal
tcp,0,0,147,anomaly
tcp,28,93,1,anomaly
tcp,0,0,180,anomaly
tcp,0,0,125,anomaly
tcp,0,0,284,anomaly
tcp,253,493,1,normal
tcp,294,2917,23,normal
tcp,0,0,138,anomaly
tcp,0,0,411,anomaly
udp,49,0,3,anomaly
tcp,0,0,398,anomaly
tcp,296,632,9,normal
udp,105,105,3,anomaly
icmp,6408,0,3,normal
tcp,283618,0,1,anomaly
tcp,0,0,238,anomaly
tcp,0,0,1,anomaly
tcp,0,0,130,anomaly
tcp,236,3222,2,normal
tcp,157,12382,7,normal
tcp,0,0,258,anomaly
tcp,0,0,20,anomaly
tcp,0,0,97,anomaly
tcp,210,1122,10,normal
tcp,0,0,292,anomaly
tcp,267,0,2,anomaly
udp,1,1,55,anomaly
tcp,217,475,4,normal
tcp,218,462,5,normal
tcp,0,44,1,anomaly
tcp,868,0,1,normal
