tcp,122,174,anomaly
tcp,60884,0,anomaly
tcp,211,3926,normal
tcp,211,578,normal
tcp,229,2507,normal
udp,44,81,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,283618,0,anomaly
tcp,0,44,anomaly
tcp,198,474,normal
tcp,303,16759,normal
tcp,305,2239,normal
tcp,311,1535,normal
tcp,291,485,normal
tcp,30,217,anomaly
tcp,254,1529,normal
tcp,294,10772,normal
tcp,0,0,anomaly
udp,105,105,anomaly
udp,1,26,normal
udp,46,151,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,2783,15242,anomaly
tcp,0,44,anomaly
tcp,253,5924,normal
tcp,231,10053,normal
tcp,240,581,normal
tcp,239,3990,normal
tcp,0,0,anomaly
tcp,329,1604,normal
tcp,33580,2920,anomaly
udp,45,45,normal
tcp,252,1159,normal
tcp,310,4898,normal
icmp,520,0,anomaly
tcp,219,2049,normal
udp,44,44,normal
tcp,209,1251,normal
tcp,250,1565,normal
tcp,0,85,normal
tcp,282,2120,normal
tcp,230,1387,normal
tcp,230,25991,normal
tcp,234,6740,normal
tcp,0,44,anomaly
tcp,0,0,anomaly
tcp,286,610,normal
tcp,195,4683,normal
udp,41,0,anomaly
tcp,0,0,anomaly
icmp,1032,0,anomaly
tcp,220,502,normal
tcp,32,93,anomaly
tcp,307,1215,normal
tcp,1439,4152,normal
tcp,210,8716,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,520,0,anomaly
tcp,10925,920,normal
tcp,0,0,anomaly
tcp,210,1778,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,44,normal
tcp,383,0,normal
tcp,158,595,anomaly
tcp,54540,8314,anomaly
tcp,0,0,anomaly
tcp,225,1972,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,162,599,anomaly
tcp,286,4152,normal
tcp,188,294,normal
udp,48,0,anomaly
tcp,0,44,anomaly
udp,54,53,normal
tcp,283,2170,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,382,2395,normal
tcp,329,914,normal
tcp,45260,2920,anomaly
udp,44,133,normal
tcp,231,2507,normal
udp,44,112,normal
tcp,0,0,anomaly
tcp,254,7083,normal
tcp,0,0,anomaly
udp,54,54,normal
tcp,209,184,normal
tcp,292,656,normal
udp,43,131,normal
tcp,0,0,anomaly
icmp,20,0,anomaly
tcp,26,93,anomaly
tcp,0,0,anomaly
tcp,295,4184,normal
icmp,18,0,anomaly
tcp,161,599,anomaly
tcp,298,463,normal
tcp,0,0,anomaly
tcp,206,5435,normal
tcp,283618,0,anomaly
tcp,0,0,anomaly
tcp,295,2326,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1083,332,normal
udp,54,52,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,64,0,normal
udp,45,132,normal
tcp,0,15,anomaly
tcp,203,670,normal
tcp,288,1010,normal
udp,45,45,anomaly
tcp,305,1015,normal
tcp,226,8825,normal
tcp,16787,0,normal
tcp,0,0,anomaly
tcp,1439,328,normal
tcp,160,595,anomaly
tcp,930,0,normal
tcp,0,0,anomaly
tcp,247,3331,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,52,49,normal
icmp,1032,0,anomaly
tcp,740,0,normal
udp,44,44,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,296,1342,normal
tcp,0,0,anomaly
tcp,0,15,anomaly
tcp,0,44,anomaly
tcp,285,10216,normal
tcp,2190,331,normal
tcp,317,6057,normal
tcp,182,14976,normal
tcp,0,0,anomaly
tcp,304,1380,normal
tcp,0,44,anomaly
tcp,0,0,anomaly
tcp,199,5200,normal
tcp,762,332,normal
tcp,0,0,anomaly
udp,43,132,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,313,368,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,313,3037,normal
tcp,221,1528,normal
tcp,5363,336,normal
tcp,0,0,anomaly
tcp,229,4039,normal
tcp,0,0,anomaly
tcp,28,93,anomaly
tcp,331,14665,normal
icmp,18,0,anomaly
udp,42,42,normal
tcp,93184,0,anomaly
tcp,0,83,normal
udp,46,0,anomaly
tcp,123,177,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,288,18921,normal
tcp,2191,0,normal
tcp,0,0,anomaly
tcp,233,308,normal
icmp,1032,0,anomaly
tcp,229,1405,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,215,10587,normal
tcp,173,5580,normal
tcp,0,0,anomaly
tcp,252,1329,normal
tcp,0,0,anomaly
udp,1,1,anomaly
tcp,77344,0,anomaly
tcp,2599,293,anomaly
tcp,0,0,anomaly
tcp,249,942,normal
tcp,0,0,anomaly
tcp,26,93,anomaly
udp,40,0,anomaly
tcp,207,332,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,234,15117,normal
tcp,0,83,normal
tcp,0,44,anomaly
tcp,400,6954,normal
tcp,273,429,normal
udp,1,1,anomaly
tcp,255,33119,normal
tcp,307,2425,normal
tcp,0,0,anomaly
tcp,1620,392,normal
icmp,18,0,anomaly
tcp,0,0,anomaly
tcp,296,1832,normal
tcp,0,0,anomaly
tcp,356,398,normal
icmp,111,0,normal
tcp,185,9066,normal
tcp,32,93,anomaly
tcp,309,5453,normal
tcp,28,93,anomaly
tcp,350,4624,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,216,831,normal
tcp,283618,0,anomaly
tcp,235,4097,normal
udp,1,1,anomaly
tcp,242,2817,normal
tcp,12,0,anomaly
tcp,0,0,anomaly
tcp,223,1214,normal
tcp,59424,0,anomaly
udp,44,44,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,218,1432,normal
tcp,0,0,anomaly
tcp,26,157,anomaly
tcp,12,0,anomaly
tcp,184,534,normal
tcp,0,0,anomaly
tcp,0,15,anomaly
tcp,0,15,anomaly
udp,1,0,anomaly
tcp,0,44,anomaly
udp,105,0,normal
tcp,0,0,anomaly
tcp,322,1024,normal
tcp,346,468,normal
tcp,0,0,anomaly
tcp,160,595,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1167,404,normal
udp,1,74,normal
tcp,71104,0,anomaly
tcp,201,999,normal
tcp,297,278,normal
tcp,0,0,anomaly
tcp,2599,293,anomaly
tcp,0,0,anomaly
tcp,283618,0,anomaly
tcp,245,1627,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,294,2612,normal
tcp,36,236,anomaly
udp,43,0,anomaly
udp,1,0,normal
tcp,210,1909,normal
tcp,32120,1460,anomaly
tcp,236,398,normal
tcp,2575,327,normal
tcp,367,588,normal
udp,52,53,normal
tcp,0,0,anomaly
tcp,751,370,normal
udp,53,50,normal
tcp,196,1352,normal
tcp,0,0,anomaly
udp,54,50,normal
tcp,298,321,normal
udp,45,45,normal
tcp,74024,0,anomaly
tcp,4024,405,normal
udp,45,128,normal
tcp,0,0,anomaly
udp,105,147,anomaly
tcp,0,0,anomaly
tcp,32,93,anomaly
icmp,20,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,1100,331,normal
tcp,0,0,anomaly
tcp,2599,293,anomaly
tcp,0,0,anomaly
icmp,18,0,anomaly
tcp,0,0,anomaly
udp,105,0,normal
tcp,160,597,anomaly
tcp,0,44,anomaly
tcp,296,430,normal
tcp,0,0,anomaly
tcp,216,1856,normal
tcp,234,2593,normal
tcp,283618,0,anomaly
tcp,160,597,anomaly
tcp,0,44,anomaly
tcp,0,0,anomaly
tcp,245,4368,normal
tcp,0,0,anomaly
tcp,0,36,anomaly
tcp,326,1511,normal
tcp,334,1418,normal
tcp,243,5381,normal
tcp,128,174,anomaly
tcp,283,4768,normal
udp,54,51,normal
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,127,174,anomaly
tcp,990,336,normal
tcp,0,48,anomaly
tcp,0,0,anomaly
tcp,0,44,anomaly
udp,46,0,anomaly
tcp,0,44,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,252,1585,normal
tcp,0,0,anomaly
tcp,209,1994,normal
tcp,87164,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,323,188,normal
tcp,315,327,normal
udp,49,49,anomaly
icmp,1032,0,anomaly
tcp,0,15,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,280,2022,normal
tcp,0,0,anomaly
udp,1,1,anomaly
tcp,0,0,anomaly
tcp,230,480,normal
tcp,30,93,anomaly
tcp,261,437,normal
tcp,322,276,normal
tcp,0,0,anomaly
tcp,1196,327,normal
tcp,283,369,normal
tcp,54540,8314,anomaly
tcp,312,2908,normal
udp,34,34,normal
udp,105,146,anomaly
tcp,158,595,anomaly
udp,105,146,anomaly
tcp,0,44,anomaly
tcp,234,410,normal
udp,44,44,normal
tcp,242,3022,normal
tcp,1215,333,normal
tcp,0,0,anomaly
tcp,30,217,anomaly
tcp,232,11079,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,160,599,anomaly
tcp,0,44,anomaly
tcp,204,356,normal
tcp,0,0,normal
udp,43,43,normal
udp,105,147,anomaly
tcp,238,4768,normal
icmp,8,0,anomaly
tcp,24,1254,anomaly
tcp,1713,18570,anomaly
tcp,274,294,normal
tcp,0,0,anomaly
udp,42,0,normal
udp,1,1,anomaly
tcp,54540,8314,anomaly
udp,1,1,anomaly
tcp,0,0,anomaly
tcp,56504,0,anomaly
tcp,0,0,anomaly
tcp,165,2631,normal
tcp,214,1308,normal
tcp,0,0,anomaly
tcp,319,3611,normal
tcp,0,0,anomaly
tcp,207,7303,normal
tcp,0,0,anomaly
tcp,8,136,normal
tcp,312,17049,normal
udp,44,129,normal
tcp,214,38117,normal
tcp,0,0,anomaly
tcp,199,12884,normal
tcp,339,6086,normal
udp,45,45,normal
tcp,0,0,anomaly
tcp,242,4209,normal
tcp,306,933,normal
tcp,338,331,normal
tcp,124,174,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,687,0,normal
tcp,329,468,normal
tcp,357,1689,normal
tcp,217,10490,normal
tcp,54540,8314,anomaly
udp,105,146,normal
tcp,0,0,anomaly
tcp,274,1479,normal
tcp,160,597,anomaly
tcp,0,0,anomaly
tcp,60064,0,anomaly
tcp,288,326,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,6,0,anomaly
tcp,3166,382,normal
tcp,306,277,normal
tcp,283618,0,anomaly
icmp,8,0,anomaly
tcp,2599,293,anomaly
udp,45,131,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,9849,0,normal
tcp,285,18259,normal
tcp,56504,0,anomaly
tcp,12,0,anomaly
tcp,280,4995,normal
tcp,319,396,normal
tcp,2599,293,anomaly
tcp,54540,8314,anomaly
udp,42,42,normal
tcp,338,4484,normal
tcp,212,703,normal
tcp,32,93,anomaly
tcp,0,85,normal
tcp,30,93,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,115,normal
tcp,237,2692,normal
icmp,508,0,anomaly
tcp,0,0,anomaly
tcp,378,909,normal
tcp,0,0,anomaly
tcp,1373,332,normal
tcp,0,0,anomaly
tcp,311,3729,normal
tcp,198,440,normal
udp,45,45,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,2599,293,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,160,597,anomaly
udp,43,0,anomaly
tcp,232,419,normal
tcp,2599,293,anomaly
tcp,323,883,normal
tcp,738,0,normal
tcp,218,910,normal
tcp,280,3275,normal
tcp,215,9412,normal
tcp,0,0,anomaly
udp,53,55,normal
tcp,0,0,anomaly
tcp,307,2698,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
icmp,1008,0,anomaly
tcp,0,0,anomaly
tcp,161,10743,normal
udp,1,26,normal
tcp,0,36,anomaly
icmp,1032,0,anomaly
tcp,0,4,normal
udp,42,42,normal
tcp,650,325,normal
tcp,0,0,anomaly
icmp,1032,0,anomaly
icmp,1008,0,anomaly
tcp,246,20233,normal
tcp,0,0,anomaly
tcp,32,93,anomaly
udp,45,45,normal
tcp,262,9284,normal
tcp,0,15,anomaly
tcp,0,0,anomaly
tcp,28,93,anomaly
tcp,0,0,anomaly
tcp,4753,0,normal
icmp,20,0,anomaly
udp,105,147,anomaly
tcp,0,0,anomaly
tcp,235,366,normal
tcp,307,2150,normal
tcp,0,0,anomaly
tcp,162,599,anomaly
tcp,30,93,anomaly
tcp,54540,8314,anomaly
tcp,1907,401,normal
tcp,0,44,anomaly
tcp,0,0,anomaly
tcp,78162,174,normal
tcp,0,0,anomaly
tcp,0,44,anomaly
tcp,203,18280,normal
tcp,0,0,anomaly
udp,54,57,normal
tcp,130,174,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,289,6163,normal
icmp,1480,0,anomaly
tcp,227,3231,normal
tcp,0,0,anomaly
tcp,125,188,anomaly
tcp,224,2616,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,251,1928,normal
tcp,722,284,normal
udp,54,57,normal
tcp,32,93,anomaly
tcp,212,255,normal
tcp,12,0,anomaly
tcp,0,0,anomaly
udp,1,26,normal
tcp,221,18217,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,283618,0,anomaly
icmp,1032,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,252,1719,normal
tcp,211,1247,normal
tcp,1773,32209,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,257,274,normal
tcp,223,315,normal
tcp,0,0,anomaly
tcp,336,406,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,41,130,normal
tcp,219,544,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,308,2919,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,162,597,anomaly
udp,55,52,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,44,115,normal
tcp,0,0,anomaly
tcp,248,976,normal
tcp,952,337,normal
tcp,362,2529,normal
tcp,0,0,anomaly
tcp,26,157,anomaly
tcp,0,0,anomaly
tcp,0,44,anomaly
tcp,0,0,anomaly
tcp,0,44,anomaly
tcp,215,301,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,164,601,anomaly
tcp,0,0,anomaly
tcp,201,5792,normal
tcp,188,11444,normal
tcp,77344,1,anomaly
tcp,0,0,normal
tcp,0,0,anomaly
udp,53,53,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,28,0,normal
tcp,0,0,anomaly
tcp,143,193,normal
tcp,0,0,anomaly
tcp,279,1169,normal
tcp,160,595,anomaly
udp,5,0,anomaly
tcp,207,310,normal
tcp,207,570,normal
tcp,0,0,anomaly
tcp,2839,329,normal
udp,46,0,anomaly
tcp,0,0,anomaly
tcp,126,174,anomaly
tcp,347,406,normal
udp,1,74,normal
udp,28,0,anomaly
tcp,175337,0,normal
tcp,158,593,anomaly
tcp,6932,0,normal
udp,45,42,normal
tcp,232,242,normal
icmp,1032,0,anomaly
tcp,321,1512,normal
udp,53,52,normal
tcp,302,2507,normal
tcp,313,782,normal
tcp,0,0,anomaly
icmp,36,0,normal
udp,1,1,anomaly
tcp,0,0,anomaly
tcp,285,9755,normal
tcp,235,198,normal
tcp,292,263,normal
tcp,77,7157,normal
tcp,30,93,anomaly
tcp,300,2616,normal
tcp,2599,293,anomaly
udp,55,52,normal
tcp,210,776,normal
tcp,293,6521,normal
tcp,0,0,anomaly
tcp,206,868,normal
tcp,268,7574,normal
tcp,1277,330,normal
tcp,21,97,anomaly
tcp,318,1952,normal
tcp,220,182,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,32,93,anomaly
tcp,0,44,anomaly
udp,1,0,anomaly
icmp,8,0,anomaly
tcp,0,0,anomaly
tcp,225,582,normal
tcp,0,0,anomaly
tcp,283,384,normal
tcp,196,308,normal
tcp,162,599,anomaly
tcp,0,0,anomaly
udp,46,43,normal
tcp,0,0,anomaly
tcp,199,2011,normal
tcp,220,2120,normal
tcp,32,93,anomaly
udp,105,146,anomaly
tcp,2599,293,anomaly
tcp,311,397,normal
tcp,319,571,normal
tcp,204,1062,normal
tcp,290,181,normal
tcp,32,93,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,2599,293,anomaly
tcp,233,1963,normal
tcp,320,313,normal
tcp,0,0,anomaly
tcp,0,15,anomaly
udp,43,43,anomaly
udp,43,43,normal
tcp,225,313,normal
udp,1,1,anomaly
tcp,772,364,normal
tcp,297,17151,normal
tcp,234,3052,normal
tcp,218,179,normal
tcp,339,29127,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,306,560,normal
udp,1,4,normal
tcp,283618,0,anomaly
tcp,32,93,anomaly
tcp,28,93,anomaly
tcp,0,0,anomaly
tcp,245,2431,normal
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,203,6864,normal
tcp,0,0,anomaly
tcp,1497,0,normal
tcp,0,0,anomaly
tcp,0,44,anomaly
tcp,0,0,anomaly
tcp,120,174,anomaly
tcp,26,93,anomaly
tcp,217,379,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,57964,0,anomaly
tcp,226,2615,anomaly
tcp,1562,0,anomaly
tcp,0,0,anomaly
tcp,223,3127,normal
tcp,249,1251,normal
tcp,283618,0,anomaly
udp,33,93,normal
tcp,0,44,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,219,4653,normal
udp,105,0,normal
tcp,0,0,anomaly
udp,45,82,normal
tcp,223,1738,normal
tcp,0,44,anomaly
tcp,0,0,anomaly
udp,28,0,normal
icmp,20,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,44,anomaly
udp,1,1,anomaly
tcp,306,3659,normal
tcp,0,0,anomaly
tcp,28,93,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,253,493,normal
tcp,294,2917,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,49,0,anomaly
tcp,0,0,anomaly
tcp,296,632,normal
udp,105,105,anomaly
icmp,6408,0,normal
tcp,283618,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,236,3222,normal
tcp,157,12382,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,210,1122,normal
tcp,0,0,anomaly
tcp,267,0,anomaly
udp,1,1,anomaly
tcp,217,475,normal
tcp,218,462,normal
tcp,0,44,anomaly
tcp,868,0,normal
tcp,211,1585,normal
tcp,214,12655,normal
tcp,0,0,anomaly
tcp,61504,1,anomaly
tcp,0,0,anomaly
udp,28,0,anomaly
tcp,218,1963,normal
tcp,162,599,anomaly
tcp,31,93,anomaly
tcp,0,0,anomaly
udp,55,55,normal
tcp,223,1252,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,12,0,anomaly
tcp,278,8805,normal
tcp,326,950,normal
udp,32,0,normal
tcp,288,247,normal
tcp,0,0,anomaly
tcp,209,15388,normal
tcp,0,0,anomaly
tcp,235,3222,normal
tcp,291,327,normal
tcp,0,0,anomaly
tcp,146,12716,normal
tcp,0,0,anomaly
tcp,283618,0,anomaly
tcp,72564,0,anomaly
tcp,305,2667,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,120,2376,anomaly
tcp,232,958,normal
tcp,0,0,anomaly
tcp,0,44,anomaly
tcp,0,0,anomaly
udp,1,1,anomaly
tcp,161,8706,normal
tcp,10,141,normal
tcp,238,397,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,118,2427,anomaly
tcp,222,8114,normal
tcp,0,0,anomaly
tcp,1671,332,normal
tcp,12,0,anomaly
tcp,0,0,anomaly
tcp,302,46438,normal
tcp,180,15727,normal
tcp,0,0,anomaly
tcp,120,174,anomaly
tcp,242,5734,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,227,321,normal
tcp,30,93,anomaly
tcp,210,1704,normal
tcp,283618,0,anomaly
tcp,3944,0,anomaly
udp,43,43,normal
tcp,0,0,anomaly
tcp,54540,8314,anomaly
tcp,72564,0,anomaly
tcp,0,0,anomaly
udp,54,53,normal
tcp,0,0,anomaly
tcp,32,93,anomaly
tcp,2599,293,anomaly
tcp,119,188,anomaly
tcp,0,44,anomaly
tcp,1115,332,normal
icmp,18,0,anomaly
tcp,206,5200,normal
tcp,0,0,anomaly
tcp,285,280,normal
tcp,0,0,anomaly
tcp,118,174,anomaly
tcp,0,0,anomaly
tcp,245,0,normal
tcp,326,1734,normal
tcp,220,888,normal
tcp,269,30716,normal
tcp,295,18098,normal
tcp,124,176,anomaly
tcp,0,44,anomaly
tcp,315,2090,normal
tcp,359,15204,normal
icmp,508,0,anomaly
tcp,0,0,anomaly
tcp,325,1059,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
udp,52,50,normal
tcp,359,823,normal
tcp,239,949,normal
tcp,1024,0,anomaly
tcp,0,0,anomaly
tcp,248,190,normal
tcp,0,0,anomaly
tcp,283618,0,anomaly
tcp,30,217,anomaly
tcp,285,1577,normal
tcp,9,37,normal
tcp,0,0,anomaly
tcp,284,1467,normal
tcp,0,0,anomaly
tcp,154342,0,normal
tcp,328,5591,normal
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,303,2698,normal
tcp,228,3200,normal
tcp,156,593,anomaly
tcp,14,41,normal
udp,44,73,normal
tcp,197,2765,normal
udp,41,0,anomaly
tcp,0,0,anomaly
tcp,2599,293,anomaly
tcp,0,0,anomaly
tcp,2599,293,anomaly
tcp,0,44,anomaly
tcp,298,5320,normal
tcp,223,411,normal
tcp,263,0,anomaly
tcp,26,93,anomaly
tcp,0,0,anomaly
tcp,0,0,anomaly
tcp,251,484,normal
udp,1,0,normal
tcp,0,0,anomaly
tcp,28,93,anomaly
tcp,327,8036,normal
tcp,0,0,anomaly
tcp,160,597,anomaly
tcp,156,595,anomaly
tcp,1057,373,normal
tcp,319,454,normal
tcp,0,0,anomaly
tcp,224,4207,normal
tcp,0,0,anomaly
tcp,12,0,anomaly
tcp,1,15,anomaly
tcp,218,2839,normal
tcp,0,0,anomaly
tcp,244,303,normal
tcp,0,0,anomaly
tcp,0,44,anomaly
tcp,328,974,normal
tcp,0,0,anomaly
tcp,12,0,anomaly
icmp,1008,0,anomaly
tcp,162,597,anomaly
