221,1528,normal
5363,336,normal
0,0,anomaly
229,4039,normal
0,0,anomaly
28,93,anomaly
331,14665,normal
18,0,anomaly
42,42,normal
93184,0,anomaly
0,83,normal
46,0,anomaly
123,177,anomaly
0,0,anomaly
0,0,anomaly
288,18921,normal
2191,0,normal
0,0,anomaly
233,308,normal
1032,0,anomaly
229,1405,normal
0,0,anomaly
0,0,anomaly
215,10587,normal
173,5580,normal
0,0,anomaly
252,1329,normal
0,0,anomaly
1,1,anomaly
77344,0,anomaly
2599,293,anomaly
0,0,anomaly
249,942,normal
0,0,anomaly
26,93,anomaly
40,0,anomaly
207,332,normal
0,0,anomaly
0,0,anomaly
234,15117,normal
0,83,normal
0,44,anomaly
400,6954,normal
273,429,normal
1,1,anomaly
255,33119,normal
307,2425,normal
0,0,anomaly
1620,392,normal
18,0,anomaly
0,0,anomaly
296,1832,normal
0,0,anomaly
356,398,normal
111,0,normal
185,9066,normal
32,93,anomaly
309,5453,normal
28,93,anomaly
350,4624,normal
0,0,anomaly
0,0,anomaly
216,831,normal
283618,0,anomaly
235,4097,normal
1,1,anomaly
242,2817,normal
12,0,anomaly
0,0,anomaly
223,1214,normal
59424,0,anomaly
44,44,normal
0,0,anomaly
0,0,anomaly
218,1432,normal
0,0,anomaly
26,157,anomaly
12,0,anomaly
184,534,normal
0,0,anomaly
0,15,anomaly
0,15,anomaly
1,0,anomaly
0,44,anomaly
105,0,normal
0,0,anomaly
322,1024,normal
346,468,normal
0,0,anomaly
160,595,anomaly
0,0,anomaly
0,0,anomaly
1167,404,normal
1,74,normal
71104,0,anomaly
201,999,normal
297,278,normal
0,0,anomaly
2599,293,anomaly
0,0,anomaly
283618,0,anomaly
245,1627,normal
1032,0,anomaly
0,0,anomaly
294,2612,normal
36,236,anomaly
43,0,anomaly
1,0,normal
210,1909,normal
32120,1460,anomaly
236,398,normal
2575,327,normal
367,588,normal
52,53,normal
0,0,anomaly
751,370,normal
53,50,normal
196,1352,normal
0,0,anomaly
54,50,normal
298,321,normal
45,45,normal
74024,0,anomaly
4024,405,normal
45,128,normal
0,0,anomaly
105,147,anomaly
0,0,anomaly
32,93,anomaly
20,0,anomaly
0,0,anomaly
0,0,anomaly
1100,331,normal
0,0,anomaly
2599,293,anomaly
0,0,anomaly
18,0,anomaly
0,0,anomaly
105,0,normal
160,597,anomaly
0,44,anomaly
296,430,normal
0,0,anomaly
216,1856,normal
234,2593,normal
283618,0,anomaly
160,597,anomaly
0,44,anomaly
0,0,anomaly
245,4368,normal
0,0,anomaly
0,36,anomaly
326,1511,normal
334,1418,normal
243,5381,normal
128,174,anomaly
283,4768,normal
54,51,normal
1032,0,anomaly
0,0,anomaly
127,174,anomaly
990,336,normal
0,48,anomaly
0,0,anomaly
0,44,anomaly
46,0,anomaly
0,44,anomaly
0,0,anomaly
0,0,anomaly
252,1585,normal
0,0,anomaly
209,1994,normal
87164,0,anomaly
0,0,anomaly
0,0,anomaly
323,188,normal
315,327,normal
49,49,anomaly
1032,0,anomaly
0,15,anomaly
0,0,anomaly
0,0,anomaly
280,2022,normal
0,0,anomaly
1,1,anomaly
0,0,anomaly
230,480,normal
30,93,anomaly
261,437,normal
322,276,normal
0,0,anomaly
1196,327,normal
283,369,normal
54540,8314,anomaly
312,2908,normal
34,34,normal
105,146,anomaly
158,595,anomaly
105,146,anomaly
0,44,anomaly
234,410,normal
44,44,normal
242,3022,normal
1215,333,normal
0,0,anomaly
30,217,anomaly
232,11079,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
160,599,anomaly
0,44,anomaly
204,356,normal
0,0,normal
43,43,normal
105,147,anomaly
238,4768,normal
8,0,anomaly
24,1254,anomaly
1713,18570,anomaly
274,294,normal
0,0,anomaly
42,0,normal
1,1,anomaly
54540,8314,anomaly
1,1,anomaly
0,0,anomaly
56504,0,anomaly
0,0,anomaly
165,2631,normal
214,1308,normal
0,0,anomaly
319,3611,normal
0,0,anomaly
207,7303,normal
0,0,anomaly
8,136,normal
312,17049,normal
44,129,normal
214,38117,normal
0,0,anomaly
199,12884,normal
339,6086,normal
45,45,normal
0,0,anomaly
242,4209,normal
306,933,normal
338,331,normal
124,174,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
687,0,normal
329,468,normal
357,1689,normal
217,10490,normal
54540,8314,anomaly
105,146,normal
0,0,anomaly
274,1479,normal
160,597,anomaly
0,0,anomaly
60064,0,anomaly
288,326,normal
0,0,anomaly
0,0,anomaly
54540,8314,anomaly
6,0,anomaly
3166,382,normal
306,277,normal
283618,0,anomaly
8,0,anomaly
2599,293,anomaly
45,131,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
9849,0,normal
285,18259,normal
56504,0,anomaly
12,0,anomaly
280,4995,normal
319,396,normal
2599,293,anomaly
54540,8314,anomaly
42,42,normal
338,4484,normal
212,703,normal
32,93,anomaly
0,85,normal
30,93,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
44,115,normal
237,2692,normal
508,0,anomaly
0,0,anomaly
378,909,normal
0,0,anomaly
1373,332,normal
0,0,anomaly
311,3729,normal
198,440,normal
45,45,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
2599,293,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
160,597,anomaly
43,0,anomaly
232,419,normal
2599,293,anomaly
323,883,normal
738,0,normal
218,910,normal
280,3275,normal
215,9412,normal
0,0,anomaly
53,55,normal
0,0,anomaly
307,2698,normal
0,0,anomaly
0,0,anomaly
1008,0,anomaly
0,0,anomaly
161,10743,normal
1,26,normal
0,36,anomaly
1032,0,anomaly
0,4,normal
42,42,normal
650,325,normal
0,0,anomaly
1032,0,anomaly
1008,0,anomaly
246,20233,normal
0,0,anomaly
32,93,anomaly
45,45,normal
262,9284,normal
0,15,anomaly
0,0,anomaly
28,93,anomaly
0,0,anomaly
4753,0,normal
20,0,anomaly
105,147,anomaly
0,0,anomaly
235,366,normal
307,2150,normal
0,0,anomaly
162,599,anomaly
30,93,anomaly
54540,8314,anomaly
1907,401,normal
0,44,anomaly
0,0,anomaly
78162,174,normal
0,0,anomaly
0,44,anomaly
203,18280,normal
0,0,anomaly
54,57,normal
130,174,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
289,6163,normal
1480,0,anomaly
227,3231,normal
0,0,anomaly
125,188,anomaly
224,2616,normal
0,0,anomaly
0,0,anomaly
251,1928,normal
722,284,normal
54,57,normal
32,93,anomaly
212,255,normal
12,0,anomaly
0,0,anomaly
1,26,normal
221,18217,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
283618,0,anomaly
1032,0,anomaly
0,0,anomaly
0,0,anomaly
252,1719,normal
211,1247,normal
1773,32209,anomaly
0,0,anomaly
0,0,anomaly
257,274,normal
223,315,normal
0,0,anomaly
336,406,normal
0,0,anomaly
0,0,anomaly
41,130,normal
219,544,normal
0,0,anomaly
0,0,anomaly
308,2919,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
162,597,anomaly
55,52,normal
0,0,anomaly
0,0,anomaly
44,115,normal
0,0,anomaly
248,976,normal
952,337,normal
362,2529,normal
0,0,anomaly
26,157,anomaly
0,0,anomaly
0,44,anomaly
0,0,anomaly
0,44,anomaly
215,301,normal
0,0,anomaly
0,0,anomaly
164,601,anomaly
0,0,anomaly
201,5792,normal
188,11444,normal
77344,1,anomaly
0,0,normal
0,0,anomaly
53,53,normal
0,0,anomaly
0,0,anomaly
28,0,normal
0,0,anomaly
143,193,normal
0,0,anomaly
279,1169,normal
160,595,anomaly
5,0,anomaly
207,310,normal
207,570,normal
0,0,anomaly
2839,329,normal
46,0,anomaly
0,0,anomaly
126,174,anomaly
347,406,normal
1,74,normal
28,0,anomaly
175337,0,normal
158,593,anomaly
6932,0,normal
45,42,normal
232,242,normal
1032,0,anomaly
321,1512,normal
53,52,normal
302,2507,normal
313,782,normal
0,0,anomaly
36,0,normal
1,1,anomaly
0,0,anomaly
285,9755,normal
235,198,normal
292,263,normal
77,7157,normal
30,93,anomaly
300,2616,normal
2599,293,anomaly
55,52,normal
210,776,normal
293,6521,normal
0,0,anomaly
206,868,normal
268,7574,normal
1277,330,normal
21,97,anomaly
318,1952,normal
220,182,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
32,93,anomaly
0,44,anomaly
1,0,anomaly
8,0,anomaly
0,0,anomaly
225,582,normal
0,0,anomaly
283,384,normal
196,308,normal
162,599,anomaly
0,0,anomaly
46,43,normal
0,0,anomaly
199,2011,normal
220,2120,normal
32,93,anomaly
105,146,anomaly
2599,293,anomaly
311,397,normal
319,571,normal
204,1062,normal
290,181,normal
32,93,anomaly
0,0,anomaly
0,0,anomaly
2599,293,anomaly
233,1963,normal
320,313,normal
0,0,anomaly
0,15,anomaly
43,43,anomaly
43,43,normal
225,313,normal
1,1,anomaly
772,364,normal
297,17151,normal
234,3052,normal
218,179,normal
339,29127,normal
0,0,anomaly
0,0,anomaly
306,560,normal
1,4,normal
283618,0,anomaly
32,93,anomaly
28,93,anomaly
0,0,anomaly
245,2431,normal
0,0,anomaly
54540,8314,anomaly
203,6864,normal
0,0,anomaly
1497,0,normal
0,0,anomaly
0,44,anomaly
0,0,anomaly
120,174,anomaly
26,93,anomaly
217,379,normal
0,0,anomaly
0,0,anomaly
57964,0,anomaly
226,2615,anomaly
1562,0,anomaly
0,0,anomaly
223,3127,normal
249,1251,normal
283618,0,anomaly
33,93,normal
0,44,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
219,4653,normal
105,0,normal
0,0,anomaly
45,82,normal
223,1738,normal
0,44,anomaly
0,0,anomaly
28,0,normal
20,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
0,44,anomaly
1,1,anomaly
306,3659,normal
0,0,anomaly
28,93,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
253,493,normal
294,2917,normal
0,0,anomaly
0,0,anomaly
49,0,anomaly
0,0,anomaly
296,632,normal
105,105,anomaly
6408,0,normal
283618,0,anomaly
0,0,anomaly
0,0,anomaly
0,0,anomaly
236,3222,normal
157,12382,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
210,1122,normal
0,0,anomaly
267,0,anomaly
1,1,anomaly
217,475,normal
218,462,normal
0,44,anomaly
868,0,normal
211,1585,normal
214,12655,normal
0,0,anomaly
61504,1,anomaly
0,0,anomaly
28,0,anomaly
218,1963,normal
162,599,anomaly
31,93,anomaly
0,0,anomaly
55,55,normal
223,1252,normal
0,0,anomaly
0,0,anomaly
12,0,anomaly
278,8805,normal
326,950,normal
32,0,normal
288,247,normal
0,0,anomaly
209,15388,normal
0,0,anomaly
235,3222,normal
291,327,normal
0,0,anomaly
146,12716,normal
0,0,anomaly
283618,0,anomaly
72564,0,anomaly
305,2667,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
120,2376,anomaly
232,958,normal
0,0,anomaly
0,44,anomaly
0,0,anomaly
1,1,anomaly
161,8706,normal
10,141,normal
238,397,normal
0,0,anomaly
0,0,anomaly
118,2427,anomaly
222,8114,normal
0,0,anomaly
1671,332,normal
12,0,anomaly
0,0,anomaly
302,46438,normal
180,15727,normal
0,0,anomaly
120,174,anomaly
242,5734,normal
0,0,anomaly
0,0,anomaly
227,321,normal
30,93,anomaly
210,1704,normal
283618,0,anomaly
3944,0,anomaly
43,43,normal
0,0,anomaly
54540,8314,anomaly
72564,0,anomaly
0,0,anomaly
54,53,normal
0,0,anomaly
32,93,anomaly
2599,293,anomaly
119,188,anomaly
0,44,anomaly
1115,332,normal
18,0,anomaly
206,5200,normal
0,0,anomaly
285,280,normal
0,0,anomaly
118,174,anomaly
0,0,anomaly
245,0,normal
326,1734,normal
220,888,normal
269,30716,normal
295,18098,normal
124,176,anomaly
0,44,anomaly
315,2090,normal
359,15204,normal
508,0,anomaly
0,0,anomaly
325,1059,normal
0,0,anomaly
0,0,anomaly
52,50,normal
359,823,normal
239,949,normal
1024,0,anomaly
0,0,anomaly
248,190,normal
0,0,anomaly
283618,0,anomaly
30,217,anomaly
285,1577,normal
9,37,normal
0,0,anomaly
284,1467,normal
0,0,anomaly
154342,0,normal
328,5591,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
303,2698,normal
228,3200,normal
156,593,anomaly
14,41,normal
44,73,normal
197,2765,normal
41,0,anomaly
0,0,anomaly
2599,293,anomaly
0,0,anomaly
2599,293,anomaly
0,44,anomaly
298,5320,normal
223,411,normal
263,0,anomaly
26,93,anomaly
0,0,anomaly
0,0,anomaly
251,484,normal
1,0,normal
0,0,anomaly
28,93,anomaly
327,8036,normal
0,0,anomaly
160,597,anomaly
156,595,anomaly
1057,373,normal
319,454,normal
0,0,anomaly
224,4207,normal
0,0,anomaly
12,0,anomaly
1,15,anomaly
218,2839,normal
0,0,anomaly
244,303,normal
0,0,anomaly
0,44,anomaly
328,974,normal
0,0,anomaly
12,0,anomaly
1008,0,anomaly
162,597,anomaly
173,176,normal
0,12,anomaly
0,0,anomaly
162,597,anomaly
0,0,anomaly
293,4215,normal
42,42,normal
340,22587,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
12,0,anomaly
1,74,normal
283,314,normal
0,0,anomaly
0,0,anomaly
44,0,anomaly
319,0,normal
1032,0,anomaly
283618,0,anomaly
322,431,normal
8,0,anomaly
331,4619,normal
208,7168,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
224,770,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
30,93,anomaly
0,0,anomaly
0,87,normal
1,0,anomaly
0,0,anomaly
54,52,normal
105,147,normal
32,93,anomaly
217,2235,normal
308,3222,normal
105,147,normal
0,0,anomaly
159,597,anomaly
0,0,anomaly
0,0,anomaly
0,44,anomaly
264,850,normal
0,0,anomaly
0,0,anomaly
162,597,anomaly
61504,0,anomaly
305,12725,normal
330,13629,normal
0,0,anomaly
0,0,anomaly
0,0,anomaly
241,6655,normal
0,83,normal
220,1856,normal
14987,1359,normal
123,174,anomaly
330,28334,normal
0,0,anomaly
163,20554,normal
0,0,anomaly
160,4265,normal
0,0,anomaly
20,0,anomaly
0,0,anomaly
297,747,normal
213,22929,normal
323,2745,normal
215,402,normal
0,0,anomaly
237,6356,normal
261,294,normal
259,941,normal
0,0,anomaly
0,0,anomaly
74024,1,anomaly
0,36,anomaly
18,0,anomaly
183,11200,normal
2715,13392,anomaly
0,0,anomaly
206,3126,normal
295,302,normal
832,490,normal
337,481,normal
227,766,normal
295,487,normal
0,44,anomaly
0,0,anomaly
36,0,normal
162,597,anomaly
268,6032,normal
24,109,anomaly
231,6459,normal
0,36,anomaly
12,0,anomaly
0,0,normal
238,2936,normal
334,10351,normal
0,0,anomaly
0,0,anomaly
1057,325,normal
0,0,anomaly
43,43,normal
46,117,normal
0,15,anomaly
0,0,anomaly
296,2226,normal
0,0,anomaly
36,0,normal
0,0,anomaly
26,93,anomaly
162,597,anomaly
292,3033,normal
172,652,normal
105,147,anomaly
44,44,normal
338,3040,normal
36,0,normal
242,267,normal
0,0,anomaly
